StudentID,Age,Gender,EducationLevel,City,AIToolUsed,DailyUsageHours,Purpose,ImpactonGrades,SatisfactionLevel
378,17,Male,University,Gurugram,Perplexity,3.3,Learning,No Change,Low
379,23,Female,School,Kanpur,Gemini,5.2,Coding,No Change,Medium
380,20,Male,School,Lucknow,Claude,1.9,Homework,Slight Decline,High
381,18,Female,College,Gurugram,Copilot,2.5,Learning,No Change,Medium
382,15,Male,College,Bhubaneswar,Perplexity,6.2,Research,No Change,Medium
383,25,Female,School,Indore,ChatGPT,4.4,Writing,Slight Decline,Low
384,25,Male,University,Ahmedabad,Claude,5.1,Research,Improved,High
385,17,Male,School,Thiruvananthapuram,Copilot,4.6,Writing,No Change,Low
386,22,Male,University,Bhubaneswar,Copilot,1.7,Coding,Improved,High
387,22,Female,College,Pune,ChatGPT,3.3,Learning,No Change,Low
388,24,Male,University,Bhubaneswar,Copilot,5.4,Research,Improved,High
389,25,Female,College,Surat,ChatGPT,4.6,Homework,No Change,High
390,21,Male,School,Noida,Grammarly,0.5,Homework,Slight Decline,Low
391,15,Female,College,Guwahati,Grammarly,1.0,Coding,No Change,High
392,20,Female,College,Bhubaneswar,Grammarly,2.6,Learning,Slight Decline,Low
393,25,Male,School,Vijayawada,ChatGPT,6.2,Research,Improved,Low
394,21,Female,College,Surat,Notion AI,3.4,Research,No Change,Medium
395,23,Female,School,Kolkata,Gemini,2.1,Learning,Slight Decline,Low
396,17,Female,University,Gurugram,Notion AI,2.7,Writing,Improved,Low
397,19,Female,University,Coimbatore,ChatGPT,1.8,Writing,Slight Decline,Low
398,23,Female,College,Bengaluru,Notion AI,3.0,Homework,Slight Decline,Medium
399,21,Female,University,Bhopal,Claude,1.8,Writing,Improved,High
400,20,Male,College,Vijayawada,Claude,5.6,Research,Improved,Medium
401,16,Female,School,Hyderabad,Notion AI,3.2,Coding,No Change,Low
402,17,Female,College,Indore,Grammarly,2.2,Writing,No Change,Medium
403,19,Female,University,Indore,ChatGPT,6.1,Writing,Slight Decline,High
404,23,Male,University,Bhopal,ChatGPT,2.4,Writing,Improved,Medium
405,16,Female,College,Nagpur,Gemini,6.0,Coding,Improved,Low
406,22,Female,School,Surat,Gemini,0.8,Coding,Slight Decline,High
407,18,Male,University,Mumbai,Gemini,4.7,Homework,Improved,Medium
408,15,Male,School,Ludhiana,Perplexity,3.4,Research,Improved,Low
409,17,Female,University,Pune,Gemini,3.2,Research,Slight Decline,Medium
410,23,Female,School,Indore,Gemini,0.7,Homework,Slight Decline,High
411,20,Male,University,Pune,Copilot,0.7,Coding,Improved,Medium
412,23,Female,University,Kanpur,ChatGPT,2.5,Writing,Slight Decline,Medium
413,19,Female,University,Jaipur,ChatGPT,6.2,Writing,Improved,High
414,19,Female,University,Hyderabad,Notion AI,4.2,Learning,Slight Decline,Medium
415,17,Male,School,Vijayawada,Grammarly,2.7,Writing,No Change,Medium
416,15,Female,School,Bhubaneswar,Grammarly,4.2,Coding,Slight Decline,Medium
417,21,Male,College,Indore,Gemini,1.7,Writing,No Change,Medium
418,17,Female,College,Chandigarh,Gemini,1.5,Research,No Change,Medium
419,17,Female,University,Thiruvananthapuram,Notion AI,2.7,Learning,Improved,Low
420,15,Female,University,Nagpur,Claude,5.7,Homework,Improved,High
421,16,Female,School,Surat,Notion AI,3.6,Learning,Slight Decline,Medium
422,15,Female,School,Jaipur,Perplexity,2.3,Learning,Slight Decline,High
423,15,Male,College,Visakhapatnam,Gemini,6.2,Learning,No Change,Medium
424,25,Female,College,Delhi,Perplexity,5.4,Homework,Slight Decline,High
425,18,Female,University,Ranchi,Grammarly,2.4,Coding,No Change,Medium
426,25,Female,School,Mumbai,Grammarly,6.3,Learning,Slight Decline,Low
427,19,Female,School,Patna,Copilot,6.4,Research,Slight Decline,High
428,15,Male,University,Pune,ChatGPT,3.0,Learning,Slight Decline,Low
429,20,Female,School,Nagpur,Grammarly,4.4,Research,Improved,Medium
430,18,Female,University,Bengaluru,Notion AI,2.9,Coding,Improved,Low
431,17,Male,School,Guwahati,Notion AI,2.0,Learning,No Change,High
432,21,Female,University,Hyderabad,Gemini,1.0,Homework,Slight Decline,Medium
433,23,Female,College,Vijayawada,Copilot,2.1,Homework,No Change,High
434,17,Female,College,Thiruvananthapuram,Gemini,2.1,Learning,Slight Decline,Low
435,22,Female,College,Gurugram,Notion AI,2.9,Research,No Change,Medium
436,22,Male,School,Nagpur,Claude,1.6,Writing,Improved,Medium
437,17,Female,College,Indore,Copilot,6.2,Learning,Slight Decline,Low
438,20,Female,University,Kochi,Perplexity,1.1,Learning,Improved,Medium
439,21,Female,University,Delhi,Copilot,4.3,Coding,Improved,Low
440,25,Female,University,Mysuru,Gemini,3.2,Writing,No Change,High
441,19,Female,School,Mumbai,ChatGPT,3.0,Coding,No Change,Medium
442,16,Male,School,Kolkata,Gemini,2.7,Research,No Change,Low
443,18,Male,University,Bengaluru,Gemini,5.7,Learning,No Change,Low
444,25,Female,University,Mumbai,Perplexity,2.2,Coding,Improved,High
445,21,Female,School,Jaipur,Claude,0.6,Coding,Improved,High
446,22,Male,College,Chennai,Copilot,6.0,Homework,Slight Decline,Low
447,22,Female,School,Mumbai,Grammarly,5.7,Learning,Slight Decline,High
448,22,Female,School,Thiruvananthapuram,Grammarly,2.2,Research,Slight Decline,High
449,20,Male,University,Coimbatore,Grammarly,3.6,Writing,No Change,Medium
450,16,Female,College,Hyderabad,Gemini,1.2,Research,Improved,Medium
451,21,Male,University,Patna,Claude,1.1,Research,Slight Decline,High
452,16,Male,University,Nagpur,Gemini,5.5,Writing,Improved,High
453,21,Male,College,Mumbai,ChatGPT,3.0,Writing,No Change,Low
454,24,Male,College,Ranchi,Perplexity,4.5,Writing,No Change,Medium
455,16,Female,University,Hyderabad,Notion AI,6.2,Coding,No Change,High
456,22,Female,College,Chandigarh,Grammarly,2.0,Learning,No Change,Medium
457,15,Male,University,Chandigarh,Claude,0.6,Writing,No Change,Low
458,15,Male,School,Coimbatore,Claude,0.6,Homework,Slight Decline,Medium
459,24,Female,School,Patna,Perplexity,4.8,Homework,No Change,High
460,22,Female,School,Lucknow,Grammarly,6.0,Research,Improved,High
461,22,Male,University,Visakhapatnam,Grammarly,3.3,Coding,No Change,Low
462,18,Male,School,Noida,ChatGPT,2.8,Writing,No Change,Medium
463,20,Female,University,Gurugram,Perplexity,3.8,Research,Improved,High
464,24,Female,School,Ahmedabad,Claude,5.7,Coding,Slight Decline,High
465,16,Male,School,Lucknow,Notion AI,4.4,Research,Slight Decline,Medium
466,16,Female,University,Patna,Copilot,1.9,Research,Improved,Low
467,19,Female,University,Lucknow,Gemini,5.1,Coding,Improved,High
468,20,Female,College,Visakhapatnam,Perplexity,1.3,Homework,No Change,Low
469,15,Female,College,Hyderabad,Perplexity,1.5,Learning,Improved,Medium
470,16,Male,College,Vijayawada,ChatGPT,4.2,Writing,Improved,Medium
471,25,Male,University,Vijayawada,Grammarly,1.9,Homework,Slight Decline,Medium
472,18,Female,College,Lucknow,Grammarly,4.7,Writing,Slight Decline,High
473,18,Female,University,Indore,Claude,2.6,Homework,Slight Decline,Low
474,15,Male,College,Pune,Gemini,2.2,Homework,Improved,High
475,16,Female,School,Patna,Copilot,6.5,Learning,Improved,Low
476,19,Male,University,Noida,Copilot,0.7,Writing,Improved,High
477,15,Female,College,Bhopal,ChatGPT,4.4,Writing,No Change,Low
478,25,Female,University,Chennai,Perplexity,0.7,Writing,Improved,Low
479,16,Female,University,Coimbatore,Perplexity,5.1,Homework,Improved,High
480,23,Male,School,Pune,Copilot,1.9,Writing,Improved,Low
481,23,Male,University,Noida,Grammarly,1.0,Homework,Improved,Low
482,24,Male,University,Visakhapatnam,Gemini,4.4,Coding,Slight Decline,High
483,15,Female,School,Delhi,Perplexity,4.9,Writing,Improved,High
484,22,Female,University,Kanpur,Gemini,4.6,Learning,No Change,Medium
485,20,Male,College,Chandigarh,Copilot,0.8,Research,Improved,High
486,23,Male,College,Noida,ChatGPT,2.3,Coding,Slight Decline,High
487,15,Male,College,Chennai,Copilot,3.2,Coding,No Change,Medium
488,18,Male,College,Guwahati,Gemini,2.2,Coding,Improved,Low
489,19,Male,School,Nagpur,Claude,5.4,Coding,Improved,Medium
490,19,Male,College,Pune,Copilot,1.3,Research,No Change,High
491,17,Male,University,Delhi,Notion AI,4.2,Learning,No Change,High
492,20,Female,University,Jaipur,Notion AI,6.4,Coding,Improved,Low
493,22,Female,School,Coimbatore,Perplexity,5.9,Homework,No Change,High
494,15,Female,University,Noida,Perplexity,1.8,Homework,Slight Decline,Low
495,23,Female,School,Coimbatore,Perplexity,0.5,Learning,No Change,Low
496,25,Male,School,Thiruvananthapuram,Notion AI,6.4,Writing,Improved,High
497,19,Male,College,Ranchi,Gemini,5.8,Writing,Slight Decline,Medium
498,24,Female,University,Gurugram,Claude,6.0,Coding,No Change,Low
499,15,Male,College,Ludhiana,Gemini,3.0,Coding,Slight Decline,Medium
500,24,Female,School,Bengaluru,Perplexity,5.0,Coding,Improved,Medium
501,20,Female,University,Guwahati,Claude,1.8,Writing,No Change,High
502,22,Female,University,Thiruvananthapuram,Perplexity,2.9,Coding,No Change,Low
503,23,Female,College,Bhopal,Notion AI,5.6,Homework,Slight Decline,Medium
504,17,Male,School,Lucknow,Claude,1.3,Research,No Change,Medium
505,24,Female,College,Jaipur,ChatGPT,5.9,Coding,Slight Decline,Medium
506,15,Female,School,Coimbatore,Grammarly,3.5,Coding,Improved,High
507,22,Male,College,Indore,ChatGPT,3.1,Learning,Slight Decline,Medium
508,21,Female,College,Visakhapatnam,Claude,2.3,Homework,Improved,Low
509,17,Male,University,Ahmedabad,Grammarly,6.0,Coding,No Change,High
510,22,Female,College,Kanpur,Perplexity,3.6,Writing,Improved,Medium
511,23,Male,School,Pune,Copilot,5.3,Coding,Slight Decline,Medium
512,19,Female,University,Delhi,Notion AI,5.6,Writing,Slight Decline,High
513,20,Female,School,Vijayawada,Copilot,6.0,Coding,Slight Decline,High
514,21,Female,School,Nagpur,Claude,2.3,Research,Improved,Medium
515,24,Female,University,Surat,Notion AI,2.5,Homework,No Change,Low
516,25,Female,School,Mumbai,Claude,4.1,Writing,Improved,Medium
517,16,Male,School,Visakhapatnam,Grammarly,3.1,Research,Slight Decline,High
518,17,Female,School,Bengaluru,Gemini,6.1,Coding,No Change,High
519,18,Male,University,Gurugram,Gemini,2.9,Research,Slight Decline,High
520,19,Male,University,Visakhapatnam,Claude,3.4,Coding,Slight Decline,Medium
521,21,Male,School,Mysuru,ChatGPT,4.2,Writing,Slight Decline,Low
522,25,Female,University,Coimbatore,Claude,2.9,Learning,Improved,Medium
523,16,Male,School,Jaipur,ChatGPT,6.5,Learning,Slight Decline,Medium
524,16,Male,School,Bhubaneswar,Claude,1.1,Learning,Slight Decline,Medium
525,17,Male,College,Visakhapatnam,Perplexity,1.8,Homework,No Change,High
526,20,Female,School,Pune,ChatGPT,2.4,Homework,Improved,Medium
527,17,Female,College,Kolkata,ChatGPT,1.4,Coding,No Change,Low
528,25,Male,School,Mysuru,ChatGPT,2.2,Coding,Slight Decline,High
529,21,Male,College,Ahmedabad,Notion AI,5.2,Learning,No Change,Medium
530,21,Female,University,Nagpur,Gemini,3.6,Learning,Improved,Medium
531,15,Male,University,Kochi,ChatGPT,0.7,Writing,No Change,Medium
532,17,Male,College,Jaipur,Grammarly,6.4,Homework,Improved,High
533,23,Male,College,Noida,Copilot,4.2,Writing,Improved,Medium
534,19,Female,University,Bhubaneswar,Gemini,0.9,Learning,Slight Decline,Low
535,19,Female,College,Bengaluru,Claude,4.5,Writing,Improved,Medium
536,21,Female,College,Ludhiana,ChatGPT,2.8,Homework,Slight Decline,Medium
537,21,Female,University,Indore,Notion AI,1.3,Writing,Slight Decline,Low
538,16,Male,School,Bhubaneswar,ChatGPT,3.9,Writing,Improved,Medium
539,21,Female,School,Coimbatore,Perplexity,4.9,Research,No Change,High
540,24,Male,School,Ahmedabad,Gemini,4.5,Learning,No Change,Medium
541,23,Female,College,Lucknow,Copilot,2.0,Homework,No Change,Medium
542,22,Female,University,Ahmedabad,Perplexity,3.6,Coding,No Change,High
543,20,Female,College,Lucknow,Gemini,3.7,Coding,Improved,Low
544,17,Male,College,Nagpur,Claude,4.8,Research,Slight Decline,Medium
545,17,Female,University,Bengaluru,Copilot,2.7,Writing,No Change,High
546,23,Female,College,Coimbatore,Notion AI,5.3,Coding,Improved,Medium
547,24,Female,School,Mysuru,Copilot,4.3,Learning,Slight Decline,High
548,20,Female,College,Gurugram,Copilot,0.7,Research,Improved,High
549,16,Male,University,Pune,ChatGPT,3.8,Homework,Improved,Low
550,15,Male,College,Noida,ChatGPT,5.7,Writing,Slight Decline,Low
551,18,Female,School,Delhi,Perplexity,3.9,Learning,No Change,High
552,16,Male,University,Hyderabad,ChatGPT,1.6,Homework,No Change,Medium
553,19,Male,College,Coimbatore,Perplexity,3.6,Research,No Change,High
554,25,Female,University,Indore,Gemini,5.0,Research,Slight Decline,Medium
555,25,Male,University,Visakhapatnam,Perplexity,1.2,Homework,No Change,High
556,19,Female,School,Mumbai,Perplexity,5.4,Writing,No Change,Low
557,23,Female,School,Kanpur,Perplexity,1.5,Coding,Improved,High
558,18,Male,University,Lucknow,Perplexity,3.7,Research,No Change,Low
559,17,Female,School,Guwahati,Grammarly,2.8,Homework,No Change,Medium
560,19,Female,University,Guwahati,Grammarly,2.0,Homework,Improved,High
561,24,Female,School,Visakhapatnam,Perplexity,4.4,Writing,Slight Decline,High
562,18,Female,School,Guwahati,Copilot,0.7,Coding,Improved,Low
563,17,Male,College,Gurugram,Claude,5.1,Research,No Change,Medium
564,19,Female,College,Vijayawada,Gemini,3.7,Homework,No Change,Medium
565,25,Female,School,Pune,Perplexity,5.8,Research,Improved,Low
566,23,Male,College,Ludhiana,Copilot,3.6,Writing,Improved,High
567,25,Male,School,Chandigarh,Gemini,0.7,Learning,Slight Decline,Medium
568,20,Female,College,Bhubaneswar,Grammarly,1.4,Learning,Slight Decline,Medium
569,15,Male,School,Mysuru,Grammarly,5.3,Learning,Slight Decline,Low
570,21,Female,College,Chandigarh,Notion AI,3.5,Research,Improved,High
571,15,Male,School,Kochi,Gemini,3.2,Research,No Change,Low
572,23,Female,School,Surat,Copilot,2.4,Writing,No Change,High
573,17,Female,University,Mumbai,ChatGPT,2.2,Coding,Slight Decline,High
574,21,Male,School,Nagpur,Grammarly,6.3,Coding,Improved,Medium
575,18,Female,College,Thiruvananthapuram,Notion AI,3.1,Homework,No Change,Low
576,18,Female,College,Bhubaneswar,Gemini,5.8,Coding,Improved,Medium
577,15,Female,School,Bhopal,Claude,4.4,Homework,Improved,High
578,19,Female,School,Guwahati,Notion AI,5.7,Research,No Change,Low
579,21,Male,School,Nagpur,Copilot,5.6,Writing,Slight Decline,High
580,19,Male,College,Bengaluru,Copilot,6.2,Writing,No Change,High
581,20,Male,University,Vijayawada,ChatGPT,4.7,Research,Improved,Low
582,18,Female,University,Ranchi,Notion AI,5.3,Coding,Improved,Medium
583,19,Female,University,Chandigarh,Copilot,4.9,Writing,Improved,Low
584,17,Male,College,Guwahati,Grammarly,4.1,Research,No Change,High
585,15,Male,College,Nagpur,Copilot,4.8,Coding,Slight Decline,Low
586,18,Male,College,Ranchi,Gemini,4.8,Learning,Slight Decline,Low
587,17,Male,College,Chennai,Copilot,0.7,Learning,Slight Decline,Low
588,20,Female,University,Bengaluru,ChatGPT,3.6,Coding,Improved,Medium
589,23,Female,School,Ludhiana,Gemini,5.3,Research,Slight Decline,Low
590,25,Female,University,Mumbai,Perplexity,2.0,Learning,Improved,Medium
591,15,Female,University,Chennai,Claude,3.3,Coding,Improved,Medium
592,21,Male,School,Hyderabad,Claude,3.1,Coding,Improved,Low
593,16,Female,College,Thiruvananthapuram,Copilot,2.9,Homework,Improved,Medium
594,16,Male,School,Hyderabad,ChatGPT,1.2,Homework,No Change,Medium
595,22,Female,School,Indore,Claude,3.7,Coding,No Change,Medium
596,19,Male,University,Visakhapatnam,Perplexity,3.2,Learning,No Change,High
597,19,Female,College,Ranchi,Grammarly,4.5,Learning,No Change,Low
598,15,Female,University,Bhopal,ChatGPT,3.8,Learning,No Change,Medium
599,16,Male,College,Mumbai,Perplexity,0.7,Writing,Improved,High
600,17,Male,School,Jaipur,Copilot,0.7,Writing,No Change,Low
601,21,Male,School,Bengaluru,Notion AI,4.7,Research,Slight Decline,Low
602,17,Female,School,Gurugram,Grammarly,4.7,Writing,Improved,High
603,17,Male,School,Kolkata,ChatGPT,6.3,Coding,No Change,High
604,19,Male,College,Patna,Claude,5.8,Research,Improved,Low
605,20,Female,University,Indore,Perplexity,3.3,Learning,Slight Decline,Low
606,18,Male,College,Ludhiana,Gemini,4.3,Research,Improved,Medium
607,15,Female,University,Noida,ChatGPT,3.2,Coding,No Change,Low
608,18,Male,College,Kochi,Notion AI,1.8,Learning,Slight Decline,High
609,25,Female,University,Guwahati,Gemini,2.8,Homework,No Change,Low
610,20,Female,University,Mumbai,Notion AI,1.1,Homework,Slight Decline,Low
611,19,Female,College,Noida,Copilot,4.5,Learning,No Change,Medium
612,21,Male,School,Hyderabad,Perplexity,1.7,Research,No Change,High
613,24,Male,University,Chennai,Perplexity,3.4,Homework,No Change,High
614,15,Male,University,Ranchi,Perplexity,6.3,Coding,Improved,Low
615,22,Female,University,Indore,Copilot,0.7,Coding,Improved,High
616,21,Male,College,Bengaluru,Copilot,1.4,Writing,Slight Decline,High
617,17,Male,University,Bengaluru,Claude,2.3,Writing,No Change,Medium
618,18,Female,College,Kochi,Copilot,6.2,Research,Slight Decline,Medium
619,22,Male,College,Delhi,Copilot,6.0,Coding,Slight Decline,Medium
620,18,Female,University,Noida,Claude,1.5,Writing,No Change,Medium
621,16,Male,School,Ranchi,ChatGPT,6.4,Coding,No Change,Medium
622,24,Female,School,Delhi,Claude,5.0,Learning,Slight Decline,Medium
623,15,Male,School,Kochi,Claude,3.7,Coding,Improved,High
624,22,Female,School,Chandigarh,Notion AI,6.1,Coding,No Change,Medium
625,21,Male,School,Coimbatore,Copilot,5.8,Learning,No Change,Medium
626,17,Male,University,Chandigarh,Claude,2.8,Research,No Change,High
627,22,Male,College,Coimbatore,Notion AI,4.4,Homework,Slight Decline,Medium
628,24,Female,University,Jaipur,Grammarly,4.4,Learning,Slight Decline,Low
629,23,Male,University,Coimbatore,Perplexity,2.5,Homework,Slight Decline,High
630,15,Female,School,Kanpur,ChatGPT,1.6,Learning,Slight Decline,High
631,15,Male,School,Indore,Notion AI,3.3,Learning,Slight Decline,Medium
632,21,Male,College,Patna,Grammarly,2.1,Writing,Slight Decline,High
633,24,Female,School,Mumbai,Notion AI,2.6,Coding,No Change,Medium
634,18,Female,University,Lucknow,Copilot,6.2,Coding,No Change,Medium
635,16,Female,University,Vijayawada,Grammarly,3.3,Homework,Improved,High
636,15,Female,College,Hyderabad,Gemini,4.6,Writing,Improved,Low
637,24,Female,School,Hyderabad,ChatGPT,2.5,Coding,No Change,Medium
638,21,Male,School,Bengaluru,Perplexity,6.5,Research,Improved,High
639,17,Male,College,Ranchi,Notion AI,4.5,Learning,Slight Decline,High
640,19,Female,College,Ludhiana,Copilot,1.7,Learning,Improved,Medium
641,20,Female,College,Bhubaneswar,ChatGPT,1.1,Learning,Improved,Low
642,18,Female,University,Surat,Copilot,6.2,Writing,Slight Decline,High
643,19,Female,University,Noida,Copilot,6.2,Research,Slight Decline,Medium
644,23,Female,University,Jaipur,Notion AI,4.2,Learning,Slight Decline,Low
645,18,Male,School,Delhi,Grammarly,0.6,Learning,Slight Decline,Medium
646,22,Female,University,Lucknow,Gemini,1.9,Learning,Improved,High
647,20,Female,School,Kolkata,Notion AI,5.3,Learning,Slight Decline,High
648,20,Male,University,Visakhapatnam,Notion AI,5.8,Research,Slight Decline,High
649,17,Male,School,Vijayawada,Perplexity,3.2,Writing,Slight Decline,Low
650,22,Female,College,Ludhiana,Copilot,2.7,Homework,Slight Decline,High
651,24,Female,College,Ranchi,Perplexity,2.1,Writing,No Change,High
652,20,Male,University,Patna,Claude,1.2,Homework,Improved,High
653,19,Male,University,Patna,Grammarly,1.2,Research,Slight Decline,Medium
654,17,Male,School,Indore,Copilot,6.2,Homework,Improved,Medium
655,15,Female,University,Guwahati,Grammarly,5.4,Writing,Improved,Medium
656,16,Female,School,Jaipur,Perplexity,1.5,Research,No Change,Medium
657,25,Male,College,Ahmedabad,Notion AI,1.7,Writing,Slight Decline,Medium
658,25,Female,University,Chandigarh,Grammarly,4.4,Research,Improved,High
659,21,Female,School,Delhi,Gemini,5.1,Homework,No Change,High
660,18,Male,School,Chennai,Grammarly,5.4,Writing,Slight Decline,High
